time,temperature_2m (°C),precipitation (mm),cloud_cover (%),visibility (m),wind_speed_10m (km/h)
2022-08-01T09:00,20.7,0,100,2200,2.3
2022-08-01T10:00,20,0,100,2700,7.1
2022-08-01T11:00,21.5,0,100,13900,4.1
2022-08-01T12:00,21.6,0,100,2700,1.8
2022-08-01T13:00,21.5,0,100,14200,3.1
2022-08-01T14:00,21.9,0,100,12300,3.4
2022-08-01T15:00,22.9,0,100,14200,7.2
2022-08-01T16:00,22.6,0,100,17500,7.5
2022-08-01T17:00,23.3,0,100,17900,6.5
2022-08-01T18:00,23.6,0,17,19800,7.9
2022-08-01T19:00,22.7,0,26,19100,9.4
2022-08-01T20:00,21.9,0,88,16100,4.1
2022-08-01T21:00,22.2,0,0,14400,5.4
2022-08-01T22:00,21.5,0,3,13100,7.1
2022-08-01T23:00,21.3,0,1,14600,8.5
2022-08-02T00:00,20.9,0,0,14200,5.4
2022-08-02T01:00,21,0,0,14700,8.5
2022-08-02T02:00,20.9,0,2,14100,4.8
2022-08-02T03:00,20.9,0,3,14000,7.4
2022-08-02T04:00,20.8,0,16,13900,4.1
2022-08-02T05:00,20.9,0,100,13500,2.9
2022-08-02T06:00,21.6,0,100,12700,0.8
2022-08-02T07:00,22.8,0,13,13900,10.5
2022-08-02T08:00,24.5,0,37,17200,11.8
2022-08-02T09:00,26,0,20,18400,4.8
2022-08-02T10:00,28,0,38,20200,11.7
2022-08-02T11:00,29.9,0,38,23900,17.6
2022-08-02T12:00,30.4,0,32,25100,14.4
2022-08-02T13:00,31.9,0,25,35600,12.2
2022-08-02T14:00,31.4,0,22,31800,13
2022-08-02T15:00,33,0,35,40600,17.3
2022-08-02T16:00,33.2,0,10,44800,7.7
2022-08-02T17:00,33.5,0,9,49600,16.9
2022-08-02T18:00,31.5,0,20,41900,12.8
2022-08-02T19:00,29.9,0,100,37300,14.8
2022-08-02T20:00,30.2,0,72,43700,9
2022-08-02T21:00,29.1,0,2,36800,8.2
2022-08-02T22:00,27.6,0,45,30000,6.4
2022-08-02T23:00,27.6,0,22,32300,9
2022-08-03T00:00,26.3,0,13,26000,7.4
2022-08-03T01:00,25.6,0,0,26600,9
2022-08-03T02:00,25.1,0,42,27000,8.3
2022-08-03T03:00,24.6,0,0,24200,10
2022-08-03T04:00,23.7,0,0,23400,11.2
2022-08-03T05:00,22.7,0,5,23800,6.8
2022-08-03T06:00,23.2,0,0,23400,5.1
2022-08-03T07:00,24.5,0,2,25900,7.6
2022-08-03T08:00,25.4,0,8,24200,2.4
2022-08-03T09:00,26.8,0,2,24800,5.4
2022-08-03T10:00,27.9,0,15,27400,4.3
2022-08-03T11:00,29.3,0,1,35700,8.4
2022-08-03T12:00,29.9,0,2,34800,11.5
2022-08-03T13:00,31.2,0,5,43600,9.7
2022-08-03T14:00,31.5,0,11,44200,11.4
2022-08-03T15:00,32.9,0,6,55400,13.3
2022-08-03T16:00,31.5,0,1,44200,18.2
2022-08-03T17:00,29,0,2,34600,17.7
2022-08-03T18:00,28.4,0,0,33300,17.2
2022-08-03T19:00,26.6,0,0,26100,15.9
2022-08-03T20:00,24.6,0,1,17900,12.2
2022-08-03T21:00,25.2,0,2,17600,9
2022-08-03T22:00,24.5,0,9,14500,5.2
2022-08-03T23:00,24,0,39,13200,3.3
2022-08-04T00:00,24.5,0,12,15700,7.6
2022-08-04T01:00,24.8,0,0,23900,7
2022-08-04T02:00,24.3,0,0,24100,5.4
2022-08-04T03:00,23.6,0,0,26600,4.7
2022-08-04T04:00,23.3,0,0,24300,4.5
2022-08-04T05:00,22.3,0,8,17500,4.4
2022-08-04T06:00,23.6,0,10,16600,1.8
2022-08-04T07:00,25.1,0,16,20700,5.6
2022-08-04T08:00,26.9,0,4,21900,8.8
2022-08-04T09:00,29.1,0,2,23500,9.8
2022-08-04T10:00,32.1,0,0,32400,12.8
2022-08-04T11:00,32.8,0,12,33500,10.5
2022-08-04T12:00,32.9,0,31,32000,12
2022-08-04T13:00,33.7,0,2,38100,16.8
2022-08-04T14:00,33,0,0,31700,22.7
2022-08-04T15:00,31.2,0,0,27000,25.9
2022-08-04T16:00,31.8,0,0,27700,23.1
2022-08-04T17:00,31.8,0,0,30400,18.7
2022-08-04T18:00,30.7,0,0,28500,15.9
2022-08-04T19:00,29.3,0,47,25200,12
2022-08-04T20:00,28.1,0,99,23000,8.1
2022-08-04T21:00,28.2,0,100,29400,5.8
2022-08-04T22:00,28.9,0,22,37200,7.9
2022-08-04T23:00,27.5,0,100,33000,8.6
2022-08-05T00:00,26.9,0,5,27700,5.2
2022-08-05T01:00,26.3,0,58,25100,10.7
2022-08-05T02:00,25.7,0,68,25400,12.4
2022-08-05T03:00,25.6,0,16,24400,6.5
2022-08-05T04:00,25.6,0,53,24200,8.4
2022-08-05T05:00,24.7,0,50,19400,7.5
2022-08-05T06:00,25.5,0,15,20900,8.4
2022-08-05T07:00,25.6,0,8,19400,9.7
2022-08-05T08:00,26.5,0,11,19400,10.6
2022-08-05T09:00,27,0,68,18100,14.5
2022-08-05T10:00,26.1,0,100,17300,12.2
2022-08-05T11:00,28.6,0,48,25400,3.5
2022-08-05T12:00,30.4,0,99,27300,5.4
2022-08-05T13:00,30.7,0,49,29200,9.8
2022-08-05T14:00,32.2,0,40,33400,14.2
2022-08-05T15:00,32.2,0,0,38500,15.3
2022-08-05T16:00,31.8,0,38,31600,12.3
2022-08-05T17:00,31.8,0,3,32600,18
2022-08-05T18:00,29.7,0,17,24500,13.9
2022-08-05T19:00,28.5,0,96,25800,11.8
2022-08-05T20:00,27.5,0,33,24900,13
2022-08-05T21:00,26.9,0,100,24200,9.7
2022-08-05T22:00,27.6,0,47,27900,9.2
2022-08-05T23:00,27.1,0,0,27000,8.9
2022-08-06T00:00,26.2,0,18,21200,10.5
2022-08-06T01:00,25.9,0,0,20100,7.2
2022-08-06T02:00,25.3,0,0,21100,4.5
2022-08-06T03:00,24.7,0,2,20000,5
2022-08-06T04:00,24.5,0,0,20100,2.9
2022-08-06T05:00,23.7,0,0,18400,4.3
2022-08-06T06:00,24.2,0,50,18200,6.5
2022-08-06T07:00,25.4,0,50,17500,9.7
2022-08-06T08:00,26.9,0,14,19400,6.1
2022-08-06T09:00,28.2,0,46,19900,9.4
2022-08-06T10:00,29.1,0,48,20700,11.6
2022-08-06T11:00,30.5,0,28,25300,14.6
2022-08-06T12:00,31.9,0,21,29700,19.4
2022-08-06T13:00,32.6,0,20,32500,16.2
2022-08-06T14:00,33.6,0,31,37700,19.6
2022-08-06T15:00,33,0,14,34500,22.9
2022-08-06T16:00,33.4,0,6,42500,22.8
2022-08-06T17:00,32.2,0,12,36400,17.7
2022-08-06T18:00,32.2,0,14,39600,14.3
2022-08-06T19:00,29.8,0,60,32400,16.3
2022-08-06T20:00,29.5,0,18,28200,11.9
2022-08-06T21:00,28.8,0,57,27000,9.2
2022-08-06T22:00,28.4,0,100,26200,12.3
2022-08-06T23:00,26.8,0,78,19600,14.4
2022-08-07T00:00,27,0,92,21900,12.9
2022-08-07T01:00,26.9,0,100,18700,15.4
2022-08-07T02:00,27,0,45,18900,15
2022-08-07T03:00,25.9,0,40,15400,16.1
2022-08-07T04:00,25.9,0,12,18300,14.2
2022-08-07T05:00,25.4,0,41,16200,9.8
2022-08-07T06:00,26,0,70,15800,9.5
2022-08-07T07:00,26.1,0,100,15000,13.7
2022-08-07T08:00,27.4,0,100,15800,13.3
2022-08-07T09:00,28.9,0,20,18400,13.7
2022-08-07T10:00,30.4,0,100,22200,17.2
2022-08-07T11:00,31.2,0,31,24900,16.8
2022-08-07T12:00,32.9,0,100,34200,19.1
2022-08-07T13:00,31.9,0,25,28500,20.6
2022-08-07T14:00,32.1,0,100,33800,23.9
2022-08-07T15:00,31.3,0,69,31000,13.2
2022-08-07T16:00,32.6,0,20,34200,15
2022-08-07T17:00,31,0,24,27900,12.3
2022-08-07T18:00,31.8,0,1,38000,15
2022-08-07T19:00,32.4,0,0,47500,13.8
2022-08-07T20:00,31.3,0,30,42200,13.5
2022-08-07T21:00,31,0.4,99,41300,15.8
2022-08-07T22:00,30,0,0,33700,18
2022-08-07T23:00,28.6,0,0,24400,17.1
2022-08-08T00:00,27.6,0,0,22100,12.6
2022-08-08T01:00,27.1,0,0,20000,14.8
2022-08-08T02:00,26.5,0,0,19200,13.4
2022-08-08T03:00,25.9,0,0,18200,11.1
2022-08-08T04:00,25.5,0,15,15800,11.4
2022-08-08T05:00,25.5,0,99,15200,10.2
2022-08-08T06:00,25.8,0,98,15100,9.7
2022-08-08T07:00,26.8,0,100,15500,12.2
2022-08-08T08:00,28,0,100,16900,12.2
2022-08-08T09:00,29.1,0,22,17500,11.8
2022-08-08T10:00,30.7,0,100,24000,14.8
2022-08-08T11:00,32.5,0,34,26100,17.4
2022-08-08T12:00,33.6,0,100,32400,16.6
2022-08-08T13:00,33.3,0,39,28800,18.1
2022-08-08T14:00,33.3,0,28,31200,15.6
2022-08-08T15:00,34.4,0,23,37300,17.8
2022-08-08T16:00,33.9,0,9,33000,18.2
2022-08-08T17:00,32.9,0,2,33000,20.1
2022-08-08T18:00,32.9,0,0,36700,12.9
2022-08-08T19:00,30.7,0,5,33200,14.6
2022-08-08T20:00,30.6,0,4,31500,13
2022-08-08T21:00,30.5,0,1,29500,13.5
2022-08-08T22:00,30.1,0,2,30400,15.8
2022-08-08T23:00,29.7,0,4,25800,15
2022-08-09T00:00,29.2,0,5,24600,11.2
2022-08-09T01:00,29,0,12,21900,18.8
2022-08-09T02:00,27.8,0,2,19300,13.7
2022-08-09T03:00,27.5,0,0,18000,9
2022-08-09T04:00,27,0,0,16500,10.2
2022-08-09T05:00,26.3,0,1,15500,10.4
2022-08-09T06:00,26.7,0,4,15200,14.1
2022-08-09T07:00,28.4,0,96,19800,17.6
2022-08-09T08:00,29.3,0,8,17900,16.9
2022-08-09T09:00,31.5,0,15,25500,16.9
2022-08-09T10:00,33.1,0,18,29100,15
2022-08-09T11:00,34.2,0,1,33800,19.3
2022-08-09T12:00,36.1,0,29,41200,20.9
2022-08-09T13:00,35.8,0,39,41600,21.2
2022-08-09T14:00,36.1,0,31,39300,19.4
2022-08-09T15:00,35.3,0,23,41200,16.6
2022-08-09T16:00,35.5,0,19,43800,18.5
2022-08-09T17:00,35.5,0,85,45100,19.7
2022-08-09T18:00,31.8,0,99,33600,12.8
2022-08-09T19:00,29.9,0,59,26300,10
2022-08-09T20:00,29.2,0,28,25600,3.4
2022-08-09T21:00,29.9,0,29,24500,7.4
2022-08-09T22:00,29.9,0,4,24700,6.5
2022-08-09T23:00,29.6,0,24,27200,7.8
2022-08-10T00:00,28.7,0,41,25400,7.4
2022-08-10T01:00,27.8,0,23,24100,13.7
2022-08-10T02:00,26.8,0,33,29600,13.4
2022-08-10T03:00,26.5,0,27,31900,16.2
2022-08-10T04:00,25.6,0,100,29500,12.9
2022-08-10T05:00,24.5,0,40,26600,9.7
2022-08-10T06:00,24.5,0,83,24800,12.5
2022-08-10T07:00,25,0,100,27000,12.1
2022-08-10T08:00,25.7,0,62,28800,15.2
2022-08-10T09:00,27.1,0,95,30300,10.5
2022-08-10T10:00,26.6,0,92,33700,8.7
2022-08-10T11:00,28.5,0,100,30500,9.1
2022-08-10T12:00,29.4,0,100,32800,3.9
2022-08-10T13:00,29.6,0,82,32400,1.9
2022-08-10T14:00,29.3,0,100,32900,7
2022-08-10T15:00,29,0,33,29700,4.2
2022-08-10T16:00,29.8,0,2,34100,4.4
2022-08-10T17:00,28.1,0,7,25300,14.8
2022-08-10T18:00,26.9,0,3,23600,14.7
2022-08-10T19:00,25.7,0,9,21300,12.3
2022-08-10T20:00,25.5,0,3,20100,9.8
2022-08-10T21:00,24.9,0,94,19300,6.8
2022-08-10T22:00,25.3,0,96,19400,5.4
2022-08-10T23:00,24.6,0,15,18600,6.7
2022-08-11T00:00,24.4,0,81,15900,6.7
2022-08-11T01:00,25,0,30,16700,4.7
2022-08-11T02:00,23.2,0,40,13100,1.8
2022-08-11T03:00,24.2,0,99,18300,0.5
2022-08-11T04:00,23,0,22,12200,6.2
2022-08-11T05:00,23.8,0,99,13600,5.9
2022-08-11T06:00,23,0.7,100,12500,2.9
2022-08-11T07:00,22,0,100,12200,8.6
2022-08-11T08:00,23.9,0,100,14800,5.7
2022-08-11T09:00,24.2,0,99,17100,10.5
2022-08-11T10:00,25.8,0,48,23400,6.2
2022-08-11T11:00,28.2,0,37,31600,8.4
2022-08-11T12:00,29.9,0,67,40700,3.6
2022-08-11T13:00,31.1,0,47,46800,2.8
2022-08-11T14:00,30.8,0,7,43000,11.7
2022-08-11T15:00,30.4,0,0,38700,13.4
2022-08-11T16:00,30.8,0,0,41700,11.6
2022-08-11T17:00,29.2,0,1,35200,7.1
2022-08-11T18:00,25.8,0,0,21200,13.8
2022-08-11T19:00,25.8,0,100,27900,12.6
2022-08-11T20:00,25.6,0,9,25500,8.2
2022-08-11T21:00,25.1,0,100,23400,2.2
2022-08-11T22:00,27.4,0,4,42400,7.9
2022-08-11T23:00,25.9,0,18,50700,17.2
2022-08-12T00:00,24.5,0,99,41200,14.4
2022-08-12T01:00,24.5,0,21,43400,16.6
2022-08-12T02:00,22.5,0,99,33800,9.7
2022-08-12T03:00,22.9,0,100,35300,11.1
2022-08-12T04:00,23,0,99,31700,13
2022-08-12T05:00,21.4,0,33,26300,15.1
2022-08-12T06:00,21.6,0,0,25900,14
2022-08-12T07:00,22.2,0,99,26300,17.3
2022-08-12T08:00,23.3,0,99,30100,18.8
2022-08-12T09:00,24,0,99,35700,21.6
2022-08-12T10:00,25.9,0,0,42600,21.5
2022-08-12T11:00,26.7,0,19,39900,17
2022-08-12T12:00,27.5,0,2,46500,15.1
2022-08-12T13:00,28.1,0,21,48400,12
2022-08-12T14:00,28.4,0,0,54500,15.2
2022-08-12T15:00,29.2,0,31,59200,15.7
2022-08-12T16:00,28,0,51,59600,11.9
2022-08-12T17:00,28.5,0,33,63200,9.6
2022-08-12T18:00,27.1,0,100,62300,6.8
2022-08-12T19:00,25.4,0,56,43200,8.7
2022-08-12T20:00,24.5,0,87,45000,8.3
2022-08-12T21:00,23.9,0,1,64100,10.9
2022-08-12T22:00,22.8,0,32,65200,7.6
2022-08-12T23:00,21.7,0,0,61900,10.8
2022-08-13T00:00,21.2,0,4,52300,7.2
2022-08-13T01:00,20.2,0,0,40800,14.8
2022-08-13T02:00,18.6,0,0,37200,8.7
2022-08-13T03:00,18,0,0,33000,8.8
2022-08-13T04:00,17.9,0,0,32700,9.4
2022-08-13T05:00,17.4,0,0,30200,9
2022-08-13T06:00,18,0,1,30200,9.9
2022-08-13T07:00,19.8,0,4,32700,13.5
2022-08-13T08:00,21.4,0,4,37000,15.5
2022-08-13T09:00,22.4,0,19,39800,17.6
2022-08-13T10:00,23,0,7,42500,12.9
2022-08-13T11:00,23.6,0,24,41300,13.7
2022-08-13T12:00,24.3,0,29,43600,13.3
2022-08-13T13:00,25.5,0,26,46600,16.3
2022-08-13T14:00,26.1,0,31,53000,15.5
2022-08-13T15:00,26.2,0,21,48600,12.6
2022-08-13T16:00,26.3,0,6,56300,14.4
2022-08-13T17:00,26.2,0,8,56000,11.3
2022-08-13T18:00,25.6,0,8,56900,10.6
2022-08-13T19:00,23.8,0,0,53400,9.7
2022-08-13T20:00,22.3,0,0,50400,7.1
2022-08-13T21:00,21.4,0,9,38800,6.5
2022-08-13T22:00,20.9,0,8,32800,6.6
2022-08-13T23:00,21,0,26,34300,6.4
2022-08-14T00:00,20.6,0,9,35900,7.6
2022-08-14T01:00,20.3,0,1,39600,7.1
2022-08-14T02:00,18.9,0,11,37000,5.2
2022-08-14T03:00,18.5,0,4,36800,5
2022-08-14T04:00,17.1,0,5,32500,3.5
2022-08-14T05:00,17,0,3,30500,1.1
2022-08-14T06:00,18.8,0,8,33900,3.7
2022-08-14T07:00,21.3,0,64,35300,3.6
2022-08-14T08:00,23.5,0,31,40300,2.2
2022-08-14T09:00,24.3,0,49,35700,3.3
2022-08-14T10:00,25.7,0,45,45100,5
2022-08-14T11:00,26.6,0,100,48500,10.2
2022-08-14T12:00,26.6,0,55,42000,13.4
2022-08-14T13:00,26.8,0,32,45400,17.2
2022-08-14T14:00,27.3,0,69,47600,17.1
2022-08-14T15:00,27.3,0,13,48300,16.9
2022-08-14T16:00,26.9,0,23,50400,18.6
2022-08-14T17:00,25.6,0,40,42400,18.1
2022-08-14T18:00,24.6,0,0,37100,16.4
2022-08-14T19:00,23.7,0,0,34100,13.1
2022-08-14T20:00,23,0,0,30500,9
2022-08-14T21:00,21.9,0,50,27900,7.1
2022-08-14T22:00,21.8,0,1,28400,9.7
2022-08-14T23:00,20.8,0,52,27400,6.2
2022-08-15T00:00,20.4,0,5,26200,2.7
2022-08-15T01:00,20.3,0,4,28400,3.8
2022-08-15T02:00,19.6,0,2,27000,8.2
2022-08-15T03:00,18.8,0,2,27200,3.8
2022-08-15T04:00,19,0,0,28000,3.9
2022-08-15T05:00,18.6,0,10,27500,3.8
2022-08-15T06:00,19.3,0,33,27200,3.6
2022-08-15T07:00,22.2,0,33,29400,3.6
2022-08-15T08:00,24.1,0,32,35200,2.2
2022-08-15T09:00,25.5,0,17,34300,1.5
2022-08-15T10:00,26.6,0,23,35900,3
2022-08-15T11:00,27.4,0,30,36900,2.6
2022-08-15T12:00,27.3,0,33,38300,13
2022-08-15T13:00,28.2,0,18,39400,13.4
2022-08-15T14:00,28.9,0,39,49300,18.5
2022-08-15T15:00,28.1,0,0,49800,19.6
2022-08-15T16:00,26.7,0,26,44100,18.1
2022-08-15T17:00,25.6,0,0,39700,16.3
2022-08-15T18:00,24.5,0,0,36400,12.7
2022-08-15T19:00,24,0,0,39900,8.9
2022-08-15T20:00,23.3,0,0,36300,5.3
2022-08-15T21:00,21.4,0,0,29700,4.3
2022-08-15T22:00,20.8,0,0,27700,1.6
2022-08-15T23:00,20.5,0,0,27200,2.5
2022-08-16T00:00,19.1,0,0,23200,5.1
2022-08-16T01:00,19.6,0,0,26100,5.3
2022-08-16T02:00,19.1,0,0,25700,7.6
2022-08-16T03:00,18.8,0,0,21700,9
2022-08-16T04:00,18.3,0,0,20200,6.8
2022-08-16T05:00,18.3,0,0,19300,4.6
2022-08-16T06:00,19.1,0,0,18700,4.6
2022-08-16T07:00,21,0,1,24500,10.8
2022-08-16T08:00,22.4,0,0,27400,11.4
2022-08-16T09:00,24.1,0,1,36500,19.1
2022-08-16T10:00,25.2,0,0,41100,21
2022-08-16T11:00,25.3,0,2,36400,21.4
2022-08-16T12:00,26.7,0,0,40100,21
2022-08-16T13:00,26.6,0,5,40000,18.3
2022-08-16T14:00,27.6,0,84,48800,17.1
2022-08-16T15:00,28.5,0,10,50300,14.2
2022-08-16T16:00,28.6,0,77,57000,9.8
2022-08-16T17:00,25,0,61,26600,14.4
2022-08-16T18:00,24.7,0,83,30800,12.3
2022-08-16T19:00,23.8,0,26,26800,10.2
2022-08-16T20:00,23.3,0,3,25700,5.9
2022-08-16T21:00,22.4,0,1,24900,6.1
2022-08-16T22:00,22.6,0,0,28300,3.7
2022-08-16T23:00,21.7,0,0,25300,3.3
2022-08-17T00:00,20.5,0,17,20300,6.1
2022-08-17T01:00,21.5,0,100,25000,6.9
2022-08-17T02:00,20.4,0,1,22700,7.7
2022-08-17T03:00,19.1,0,0,22700,7.2
2022-08-17T04:00,19.1,0,0,23400,7.4
2022-08-17T05:00,19.1,0,6,24800,5
2022-08-17T06:00,19.5,0,1,23300,2.9
2022-08-17T07:00,21.4,0,94,23900,8
2022-08-17T08:00,22.6,0,50,30900,8.3
2022-08-17T09:00,23.6,0,81,33900,9.4
2022-08-17T10:00,23.6,0,43,28300,10.1
2022-08-17T11:00,23.9,0,100,27700,3.6
2022-08-17T12:00,26,0,36,38400,10
2022-08-17T13:00,25.2,0,66,38600,10
2022-08-17T14:00,25.5,0,97,37200,10.1
2022-08-17T15:00,25.3,0,100,40900,2
2022-08-17T16:00,26.5,0,63,46300,6.2
2022-08-17T17:00,24.7,0,36,36500,8.1
2022-08-17T18:00,25.2,0,41,43700,5.4
2022-08-17T19:00,23.6,0,47,38300,3.3
2022-08-17T20:00,24.2,0,100,40100,13.2
2022-08-17T21:00,22,0,24,32000,15.2
2022-08-17T22:00,19.6,0,47,17400,3.3
2022-08-17T23:00,19.5,0,2,18600,1.8
2022-08-18T00:00,19.3,0,0,17800,3.2
2022-08-18T01:00,19,0,0,18900,3.6
2022-08-18T02:00,18.5,0,0,22100,6.5
2022-08-18T03:00,18.1,0,0,21300,6.2
2022-08-18T04:00,18.1,0,0,22100,4.7
2022-08-18T05:00,17.8,0,0,22300,5.1
2022-08-18T06:00,19,0,5,25800,7.3
2022-08-18T07:00,21.1,0,0,29200,11.2
2022-08-18T08:00,22.9,0,0,31000,8.9
2022-08-18T09:00,24.5,0,0,33900,8.2
2022-08-18T10:00,26.5,0,0,37100,9.1
2022-08-18T11:00,28.2,0,19,43900,9.7
2022-08-18T12:00,29,0,32,45800,15.5
2022-08-18T13:00,30.5,0,25,56800,12.1
2022-08-18T14:00,31.3,0,33,66900,21.1
2022-08-18T15:00,31,0,37,66000,17.1
2022-08-18T16:00,28.4,0,26,54200,6.6
2022-08-18T17:00,27.6,0,54,47900,7.2
2022-08-18T18:00,26.5,0,82,45200,8.4
2022-08-18T19:00,27.6,0,100,53800,13.1
2022-08-18T20:00,25.4,0,0,44600,7.3
2022-08-18T21:00,24,0,0,31800,6.6
2022-08-18T22:00,23.9,0,0,34700,2.9
2022-08-18T23:00,22.5,0,0,28400,9
2022-08-19T00:00,22.6,0,0,32000,6.5
2022-08-19T01:00,21.7,0,0,32500,6.5
2022-08-19T02:00,21.2,0,0,30200,8.7
2022-08-19T03:00,21.4,0,0,30500,5.2
2022-08-19T04:00,21.1,0,0,29500,3.4
2022-08-19T05:00,20.7,0,0,28600,5
2022-08-19T06:00,20.8,0,0,28100,3.9
2022-08-19T07:00,23.4,0,0,31700,3.6
2022-08-19T08:00,25.4,0,0,33700,3.6
2022-08-19T09:00,27.4,0,0,38300,3.2
2022-08-19T10:00,29.4,0,0,44700,5.1
2022-08-19T11:00,30.4,0,4,45400,4.1
2022-08-19T12:00,31.5,0,23,50300,7.4
2022-08-19T13:00,31.4,0,2,52200,9.9
2022-08-19T14:00,31.3,0,11,52900,18.9
2022-08-19T15:00,29.7,0,13,42200,20.9
2022-08-19T16:00,29.6,0,70,40100,21.7
2022-08-19T17:00,27.8,0,49,37900,21.8
2022-08-19T18:00,27.9,0,97,40400,17.9
2022-08-19T19:00,27.3,0,0,39200,13.8
2022-08-19T20:00,25.3,0,15,26900,9.2
2022-08-19T21:00,25.8,0,36,31600,8.6
2022-08-19T22:00,25.1,0,50,31900,9.5
2022-08-19T23:00,25.1,0,76,28400,8.8
2022-08-20T00:00,24.6,0,46,27700,3
2022-08-20T01:00,24.9,0,98,33100,7.3
2022-08-20T02:00,24,0,98,30900,6.6
2022-08-20T03:00,23.9,0,98,28900,3.6
2022-08-20T04:00,22.4,0,87,21200,4.7
2022-08-20T05:00,22.6,0,56,21400,2.5
2022-08-20T06:00,23,0,56,21700,1.8
2022-08-20T07:00,24.9,0,3,26300,5.4
2022-08-20T08:00,26.5,0,1,26200,4.3
2022-08-20T09:00,28.2,0,2,28800,9.2
2022-08-20T10:00,29.1,0,0,29500,9
2022-08-20T11:00,30.4,0,5,34400,10.8
2022-08-20T12:00,31.9,0,11,39500,11.9
2022-08-20T13:00,31.3,0,1,38600,15.6
2022-08-20T14:00,31.5,0,0,36700,18.3
2022-08-20T15:00,31.1,0,0,42200,18.8
2022-08-20T16:00,30.4,0,37,37700,20.4
2022-08-20T17:00,28.6,0,0,38300,20.8
2022-08-20T18:00,26.9,0,1,29900,17.4
2022-08-20T19:00,25.9,0,0,27900,13
2022-08-20T20:00,25.9,0,0,29300,11.3
2022-08-20T21:00,24.8,0,3,23700,11.3
2022-08-20T22:00,24.1,0,1,22500,4.3
2022-08-20T23:00,24.1,0,0,25100,6.9
2022-08-21T00:00,23.2,0,5,21600,3.5
2022-08-21T01:00,22.3,0,5,21000,3.9
2022-08-21T02:00,20.9,0,0,16300,6.1
2022-08-21T03:00,21.5,0,17,16900,4.1
2022-08-21T04:00,21.3,0,0,15300,4.9
2022-08-21T05:00,21.2,0,7,12900,3.1
2022-08-21T06:00,21.7,0,37,12500,3.7
2022-08-21T07:00,24,0,6,14400,5.8
2022-08-21T08:00,24.9,0,50,18200,5.2
2022-08-21T09:00,26.7,0,100,24000,5
2022-08-21T10:00,26.8,0,99,23500,6.9
2022-08-21T11:00,27.3,0,99,25500,16.2
2022-08-21T12:00,27.4,0,99,23400,16.4
2022-08-21T13:00,27.3,0,100,25200,17.8
2022-08-21T14:00,27,0,100,23000,19.6
2022-08-21T15:00,26.7,0,100,26000,18.1
2022-08-21T16:00,26.5,0,98,26500,13.5
2022-08-21T17:00,25.4,0,99,25700,12.7
2022-08-21T18:00,24.3,0,99,18700,13
2022-08-21T19:00,23.5,0,100,17800,10
2022-08-21T20:00,24,0,100,18000,9.4
2022-08-21T21:00,23.6,0,49,15800,6
2022-08-21T22:00,23.4,0,100,15700,9.8
2022-08-21T23:00,23,0,100,14100,10.2
2022-08-22T00:00,23,0,87,16100,9.8
2022-08-22T01:00,23.7,0,99,18000,5.8
2022-08-22T02:00,23.1,0,99,14800,4.3
2022-08-22T03:00,22.4,0,99,12700,10.2
2022-08-22T04:00,22.5,0.4,99,12200,7.1
2022-08-22T05:00,22.6,0,100,12900,5.2
2022-08-22T06:00,22.4,0,99,14200,5.2
2022-08-22T07:00,23.4,0,100,13000,7.2
2022-08-22T08:00,23.2,0,100,16000,12.6
2022-08-22T09:00,25.1,0,100,18700,13.4
2022-08-22T10:00,26.1,0,100,20600,16.2
2022-08-22T11:00,22.7,1.4,100,15200,9.9
2022-08-22T12:00,23.7,0.7,100,15900,11.4
2022-08-22T13:00,25.2,0,100,20400,14.4
2022-08-22T14:00,24.9,0,100,22000,9
2022-08-22T15:00,25.7,0,30,19600,5.9
2022-08-22T16:00,24.8,0,100,19500,7.8
2022-08-22T17:00,24,0,100,3500,7.1
2022-08-22T18:00,23.2,6.8,99,14400,5.8
2022-08-22T19:00,23.3,0,65,14500,4.8
2022-08-22T20:00,23,0,100,14000,3.2
2022-08-22T21:00,23,0,100,13300,5.2
2022-08-22T22:00,22.8,0,100,12400,4.3
2022-08-22T23:00,22.8,0,100,12200,5.7
2022-08-23T00:00,23.1,0,71,12300,5.8
2022-08-23T01:00,22.7,0,23,12200,5.1
2022-08-23T02:00,22.6,0,100,12200,4.9
2022-08-23T03:00,22.6,0,100,12200,6.1
2022-08-23T04:00,22.5,0,100,12200,4.4
2022-08-23T05:00,22.3,0,0,12300,3.1
2022-08-23T06:00,22.1,0,80,1400,2.3
2022-08-23T07:00,22.4,0,100,2200,4.2
2022-08-23T08:00,23.5,0,100,14200,6.1
2022-08-23T09:00,24.3,0,100,16200,5
2022-08-23T10:00,25.9,0,31,18600,6.2
2022-08-23T11:00,27,0,33,20000,9.7
2022-08-23T12:00,29.3,0,35,23700,13.8
2022-08-23T13:00,30.3,0,34,32100,17.1
2022-08-23T14:00,30.6,0,22,35400,18.7
2022-08-23T15:00,30.6,0,33,33900,14.3
2022-08-23T16:00,29.9,0,22,34000,19.6
2022-08-23T17:00,30.1,0,28,43000,13.8
2022-08-23T18:00,28,0,0,35900,14.5
2022-08-23T19:00,27.8,0,33,36300,17.5
2022-08-23T20:00,26,0,29,28700,14.6
2022-08-23T21:00,25.7,0,0,29300,11.4
2022-08-23T22:00,24.9,0,0,28000,12.8
2022-08-23T23:00,23.8,0,0,23900,7.2
2022-08-24T00:00,23.4,0,100,25100,8
